COUNTER, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL
78.000000,4284.102564,0.000000,0.000000,0.000000,4792.820513,0.000000,4381.025641,0.000000,0.000000,4280.512821,0.000000,0.000000,0.000000,4272.820513,8181.000000,8246.000000,14.867313,0.000000,0.000000,0.000000,0.000000,
79.000000,4290.769231,0.000000,0.000000,0.000000,4785.641026,0.000000,4385.128205,0.000000,0.000000,4289.743590,0.000000,0.000000,0.000000,4282.051282,8164.000000,8258.000000,14.875129,0.000000,0.000000,0.000000,0.000000,
80.000000,4281.538462,0.000000,0.000000,0.000000,4791.794872,0.000000,4384.615385,0.000000,0.000000,4281.025641,0.000000,0.000000,0.000000,4278.461538,8159.000000,8270.000000,14.882945,0.000000,0.000000,0.000000,0.000000,
81.000000,4271.282051,0.000000,0.000000,0.000000,4794.871795,0.000000,4377.948718,0.000000,0.000000,4268.205128,0.000000,0.000000,0.000000,4277.435897,8159.000000,8285.000000,14.890761,0.000000,0.000000,0.000000,0.000000,
82.000000,4266.666667,0.000000,0.000000,0.000000,4793.846154,0.000000,4374.358974,0.000000,0.000000,4282.564103,0.000000,0.000000,0.000000,4281.025641,8163.000000,8286.000000,14.898577,0.000000,0.000000,0.000000,0.000000,
83.000000,4289.230769,0.000000,0.000000,0.000000,4796.923077,0.000000,4367.179487,0.000000,0.000000,4295.897436,0.000000,0.000000,0.000000,4288.717949,8183.000000,8284.000000,14.906393,0.000000,0.000000,0.000000,0.000000,
84.000000,4288.717949,0.000000,0.000000,0.000000,4791.794872,0.000000,4373.333333,0.000000,0.000000,4289.230769,0.000000,0.000000,0.000000,4283.589744,8194.000000,8279.000000,14.914209,0.000000,0.000000,0.000000,0.000000,
85.000000,4271.282051,0.000000,0.000000,0.000000,4778.974359,0.000000,4369.230769,0.000000,0.000000,4258.974359,0.000000,0.000000,0.000000,4265.641026,8193.000000,8242.000000,14.922026,0.000000,0.000000,0.000000,0.000000,
86.000000,4259.487179,0.000000,0.000000,0.000000,4778.974359,0.000000,4370.769231,0.000000,0.000000,4248.717949,0.000000,0.000000,0.000000,4257.948718,8203.000000,8221.000000,14.929842,0.000000,0.000000,0.000000,0.000000,
87.000000,4261.538462,0.000000,0.000000,0.000000,4784.615385,0.000000,4364.615385,0.000000,0.000000,4260.512821,0.000000,0.000000,0.000000,4266.666667,8206.000000,8200.000000,14.937658,0.000000,0.000000,0.000000,0.000000,
88.000000,4250.256410,0.000000,0.000000,0.000000,4780.512821,0.000000,4374.358974,0.000000,0.000000,4259.487179,0.000000,0.000000,0.000000,4255.897436,8194.000000,8152.000000,14.945474,0.000000,0.000000,0.000000,0.000000,
89.000000,4248.717949,0.000000,0.000000,0.000000,4780.000000,0.000000,4371.794872,0.000000,0.000000,4261.025641,0.000000,0.000000,0.000000,4252.307692,8186.000000,8142.000000,14.953290,0.000000,0.000000,0.000000,0.000000,
90.000000,4263.076923,0.000000,0.000000,0.000000,4784.615385,0.000000,4372.307692,0.000000,0.000000,4271.282051,0.000000,0.000000,0.000000,4269.230769,8164.000000,8127.000000,14.961106,0.000000,0.000000,0.000000,0.000000,
91.000000,4271.794872,0.000000,0.000000,0.000000,4785.128205,0.000000,4363.076923,0.000000,0.000000,4265.641026,0.000000,0.000000,0.000000,4268.205128,8142.000000,8122.000000,14.968923,0.000000,0.000000,0.000000,0.000000,
92.000000,4260.512821,0.000000,0.000000,0.000000,4782.051282,0.000000,4362.564103,0.000000,0.000000,4251.794872,0.000000,0.000000,0.000000,4250.769231,8101.000000,8125.000000,14.976739,0.000000,0.000000,0.000000,0.000000,
93.000000,4247.179487,0.000000,0.000000,0.000000,4786.153846,0.000000,4361.538462,0.000000,0.000000,4264.615385,0.000000,0.000000,0.000000,4257.948718,8075.000000,8129.000000,14.984555,0.000000,0.000000,0.000000,0.000000,
94.000000,4249.743590,0.000000,0.000000,0.000000,4794.871795,0.000000,4365.128205,0.000000,0.000000,4277.435897,0.000000,0.000000,0.000000,4268.205128,8049.000000,8118.000000,14.992371,0.000000,0.000000,0.000000,0.000000,
95.000000,4268.205128,0.000000,0.000000,0.000000,4789.743590,0.000000,4365.641026,0.000000,0.000000,4282.051282,0.000000,0.000000,0.000000,4274.358974,8048.000000,8116.000000,15.000187,0.000000,0.000000,0.000000,0.000000,
96.000000,4288.717949,0.000000,0.000000,0.000000,4784.102564,0.000000,4374.871795,0.000000,0.000000,4273.846154,0.000000,0.000000,0.000000,4273.846154,8043.000000,8112.000000,15.008003,0.000000,0.000000,0.000000,0.000000,
97.000000,4303.589744,0.000000,0.000000,0.000000,4790.769231,0.000000,4380.000000,0.000000,0.000000,4280.000000,0.000000,0.000000,0.000000,4272.307692,8044.000000,8077.000000,15.015820,0.000000,0.000000,0.000000,0.000000,
98.000000,4305.641026,0.000000,0.000000,0.000000,4788.205128,0.000000,4368.717949,0.000000,0.000000,4284.615385,0.000000,0.000000,0.000000,4280.512821,8040.000000,8072.000000,15.023636,0.000000,0.000000,0.000000,0.000000,
99.000000,4274.358974,0.000000,0.000000,0.000000,4774.871795,0.000000,4362.051282,0.000000,0.000000,4277.948718,0.000000,0.000000,0.000000,4281.025641,8017.000000,8036.000000,15.031452,0.000000,0.000000,0.000000,0.000000,
100.000000,4243.076923,0.000000,0.000000,0.000000,4782.564103,0.000000,4360.000000,0.000000,0.000000,4258.461538,0.000000,0.000000,0.000000,4257.948718,8002.000000,8025.000000,15.039268,0.000000,0.000000,0.000000,0.000000,
101.000000,4240.000000,0.000000,0.000000,0.000000,4792.820513,0.000000,4363.589744,0.000000,0.000000,4278.974359,0.000000,0.000000,0.000000,4260.512821,7960.000000,8043.000000,15.047084,0.000000,0.000000,0.000000,0.000000,
102.000000,4272.307692,0.000000,0.000000,0.000000,4781.538462,0.000000,4361.025641,0.000000,0.000000,4306.666667,0.000000,0.000000,0.000000,4294.358974,7943.000000,8062.000000,15.054900,0.000000,0.000000,0.000000,0.000000,
103.000000,4290.769231,0.000000,0.000000,0.000000,4778.461538,0.000000,4380.000000,0.000000,0.000000,4305.128205,0.000000,0.000000,0.000000,4303.076923,7921.000000,8082.000000,15.062717,0.000000,0.000000,0.000000,0.000000,
104.000000,4303.076923,0.000000,0.000000,0.000000,4793.846154,0.000000,4384.102564,0.000000,0.000000,4290.256410,0.000000,0.000000,0.000000,4290.769231,7891.000000,8161.000000,15.070533,0.000000,0.000000,0.000000,0.000000,
105.000000,4318.974359,0.000000,0.000000,0.000000,4794.358974,0.000000,4395.897436,0.000000,0.000000,4307.179487,0.000000,0.000000,0.000000,4304.102564,7864.000000,8201.000000,15.078349,0.000000,0.000000,0.000000,0.000000,
106.000000,4315.897436,0.000000,0.000000,0.000000,4773.846154,0.000000,4392.820513,0.000000,0.000000,4315.897436,0.000000,0.000000,0.000000,4323.076923,7800.000000,8269.000000,15.086165,0.000000,0.000000,0.000000,0.000000,
107.000000,4274.871795,0.000000,0.000000,0.000000,4770.256410,0.000000,4378.974359,0.000000,0.000000,4292.307692,0.000000,0.000000,0.000000,4298.461538,7753.000000,8295.000000,15.093981,0.000000,0.000000,0.000000,0.000000,
108.000000,4256.923077,0.000000,0.000000,0.000000,4783.589744,0.000000,4360.000000,0.000000,0.000000,4292.820513,0.000000,0.000000,0.000000,4269.230769,7652.000000,8323.000000,15.101797,0.000000,0.000000,0.000000,0.000000,
109.000000,4258.974359,0.000000,0.000000,0.000000,4783.076923,0.000000,4373.846154,0.000000,0.000000,4298.974359,0.000000,0.000000,0.000000,4262.051282,7603.000000,8333.000000,15.109614,0.000000,0.000000,0.000000,0.000000,
110.000000,4260.000000,0.000000,0.000000,0.000000,4777.948718,0.000000,4390.256410,0.000000,0.000000,4292.820513,0.000000,0.000000,0.000000,4271.794872,7500.000000,8376.000000,15.117430,0.000000,0.000000,0.000000,0.000000,
111.000000,4263.076923,0.000000,0.000000,0.000000,4784.615385,0.000000,4396.923077,0.000000,0.000000,4281.025641,0.000000,0.000000,0.000000,4260.512821,7459.000000,8403.000000,15.125246,0.000000,0.000000,0.000000,0.000000,
112.000000,4261.538462,0.000000,0.000000,0.000000,4782.051282,0.000000,4395.897436,0.000000,0.000000,4295.897436,0.000000,0.000000,0.000000,4262.051282,7414.000000,8424.000000,15.133062,0.000000,0.000000,0.000000,0.000000,
113.000000,4223.076923,0.000000,0.000000,0.000000,4769.230769,0.000000,4391.282051,0.000000,0.000000,4278.974359,0.000000,0.000000,0.000000,4243.076923,7340.000000,8475.000000,15.140878,0.000000,0.000000,0.000000,0.000000,
114.000000,4179.487179,0.000000,0.000000,0.000000,4766.153846,0.000000,4385.128205,0.000000,0.000000,4262.051282,0.000000,0.000000,0.000000,4227.692308,7321.000000,8512.000000,15.148694,0.000000,0.000000,0.000000,0.000000,
115.000000,4169.230769,0.000000,0.000000,0.000000,4765.641026,0.000000,4374.358974,0.000000,0.000000,4245.128205,0.000000,0.000000,0.000000,4213.846154,7298.000000,8572.000000,15.156511,0.000000,0.000000,0.000000,0.000000,
116.000000,4188.717949,0.000000,0.000000,0.000000,4766.153846,0.000000,4372.307692,0.000000,0.000000,4263.076923,0.000000,0.000000,0.000000,4218.974359,7285.000000,8605.000000,15.164327,0.000000,0.000000,0.000000,0.000000,
117.000000,4208.717949,0.000000,0.000000,0.000000,4763.076923,0.000000,4372.820513,0.000000,0.000000,4270.769231,0.000000,0.000000,0.000000,4222.051282,7266.000000,8633.000000,15.172143,0.000000,0.000000,0.000000,0.000000,
118.000000,4202.051282,0.000000,0.000000,0.000000,4765.128205,0.000000,4385.128205,0.000000,0.000000,4268.717949,0.000000,0.000000,0.000000,4229.230769,7254.000000,8645.000000,15.179959,0.000000,0.000000,0.000000,0.000000,
119.000000,4189.230769,0.000000,0.000000,0.000000,4767.179487,0.000000,4382.564103,0.000000,0.000000,4248.717949,0.000000,0.000000,0.000000,4223.589744,7240.000000,8647.000000,15.187775,0.000000,0.000000,0.000000,0.000000,
120.000000,4168.717949,0.000000,0.000000,0.000000,4764.615385,0.000000,4383.589744,0.000000,0.000000,4252.307692,0.000000,0.000000,0.000000,4201.538462,7205.000000,8657.000000,15.195591,0.000000,0.000000,0.000000,0.000000,
121.000000,4133.333333,0.000000,0.000000,0.000000,4756.410256,0.000000,4381.025641,0.000000,0.000000,4248.205128,0.000000,0.000000,0.000000,4170.256410,7187.000000,8671.000000,15.203408,0.000000,0.000000,0.000000,0.000000,
122.000000,4105.128205,0.000000,0.000000,0.000000,4758.461538,0.000000,4387.179487,0.000000,0.000000,4231.794872,0.000000,0.000000,0.000000,4143.076923,7133.000000,8692.000000,15.211224,0.000000,0.000000,0.000000,0.000000,
123.000000,4115.384615,0.000000,0.000000,0.000000,4765.641026,0.000000,4382.564103,0.000000,0.000000,4227.179487,0.000000,0.000000,0.000000,4144.615385,7112.000000,8697.000000,15.219040,0.000000,0.000000,0.000000,0.000000,
124.000000,4121.025641,0.000000,0.000000,0.000000,4763.589744,0.000000,4385.128205,0.000000,0.000000,4223.076923,0.000000,0.000000,0.000000,4132.307692,7060.000000,8704.000000,15.226856,0.000000,0.000000,0.000000,0.000000,
125.000000,4124.102564,0.000000,0.000000,0.000000,4753.333333,0.000000,4387.179487,0.000000,0.000000,4245.128205,0.000000,0.000000,0.000000,4144.615385,7030.000000,8708.000000,15.234672,0.000000,0.000000,0.000000,0.000000,
126.000000,4081.538462,0.000000,0.000000,0.000000,4758.461538,0.000000,4381.025641,0.000000,0.000000,4224.615385,0.000000,0.000000,0.000000,4097.948718,6928.000000,8708.000000,15.242488,0.000000,0.000000,0.000000,0.000000,
127.000000,4061.025641,0.000000,0.000000,0.000000,4766.666667,0.000000,4373.333333,0.000000,0.000000,4211.794872,0.000000,0.000000,0.000000,4084.615385,6861.000000,8715.000000,15.250305,0.000000,0.000000,0.000000,0.000000,
128.000000,4043.076923,0.000000,0.000000,0.000000,4763.589744,0.000000,4372.307692,0.000000,0.000000,4198.974359,0.000000,0.000000,0.000000,4053.846154,6779.000000,8740.000000,15.258121,0.000000,0.000000,0.000000,0.000000,
0.000000,4023.589744,0.000000,0.000000,0.000000,4762.564103,0.000000,4368.717949,0.000000,0.000000,4228.205128,0.000000,0.000000,0.000000,4044.102564,6626.000000,8802.000000,15.265937,0.000000,0.000000,0.000000,0.000000,
1.000000,3950.769231,0.000000,0.000000,0.000000,4768.205128,0.000000,4343.589744,0.000000,0.000000,4191.794872,0.000000,0.000000,0.000000,3950.769231,6568.000000,8836.000000,15.273753,0.000000,0.000000,0.000000,0.000000,
2.000000,3969.230769,0.000000,0.000000,0.000000,4781.538462,0.000000,4354.358974,0.000000,0.000000,4207.692308,0.000000,0.000000,0.000000,3947.692308,6473.000000,8896.000000,15.281569,0.000000,0.000000,0.000000,0.000000,
3.000000,3979.487179,0.000000,0.000000,0.000000,4782.564103,0.000000,4374.871795,0.000000,0.000000,4223.589744,0.000000,0.000000,0.000000,3935.384615,6427.000000,8913.000000,15.289385,0.000000,0.000000,0.000000,0.000000,
4.000000,3946.666667,0.000000,0.000000,0.000000,4783.589744,0.000000,4370.769231,0.000000,0.000000,4251.794872,0.000000,0.000000,0.000000,3931.794872,6325.000000,8905.000000,15.297202,0.000000,0.000000,0.000000,0.000000,
5.000000,3827.692308,0.000000,0.000000,0.000000,4776.923077,0.000000,4326.153846,0.000000,0.000000,4220.512821,0.000000,0.000000,0.000000,3875.897436,6263.000000,8876.000000,15.305018,0.000000,0.000000,0.000000,0.000000,
6.000000,3727.179487,0.000000,0.000000,0.000000,4782.051282,0.000000,4320.512821,0.000000,0.000000,4251.794872,0.000000,0.000000,0.000000,3891.794872,6154.000000,8779.000000,15.312834,0.000000,0.000000,0.000000,0.000000,
7.000000,3556.923077,0.000000,0.000000,0.000000,4771.282051,0.000000,4311.794872,0.000000,0.000000,4246.666667,0.000000,0.000000,0.000000,3922.051282,6120.000000,8710.000000,15.320650,0.000000,0.000000,0.000000,0.000000,
8.000000,3366.153846,0.000000,0.000000,0.000000,4773.333333,0.000000,4304.102564,0.000000,0.000000,4260.000000,0.000000,0.000000,0.000000,4027.692308,6103.000000,8644.000000,15.328466,0.000000,0.000000,0.000000,0.000000,
9.000000,3201.538462,0.000000,0.000000,0.000000,4766.666667,0.000000,4303.076923,0.000000,0.000000,4263.076923,0.000000,0.000000,0.000000,4141.538462,6178.000000,8523.000000,15.336282,0.000000,0.000000,0.000000,0.000000,
10.000000,2987.179487,0.000000,0.000000,0.000000,4771.794872,0.000000,4327.179487,0.000000,0.000000,4306.666667,0.000000,0.000000,0.000000,4296.410256,6282.000000,8462.000000,15.344099,0.000000,0.000000,0.000000,0.000000,
11.000000,2885.641026,0.000000,0.000000,0.000000,4775.384615,0.000000,4333.846154,0.000000,0.000000,4318.974359,0.000000,0.000000,0.000000,4404.102564,6565.000000,8360.000000,15.351915,0.000000,0.000000,0.000000,0.000000,
12.000000,3187.179487,0.000000,0.000000,0.000000,4784.102564,0.000000,4335.384615,0.000000,0.000000,4295.897436,0.000000,0.000000,0.000000,4425.641026,6714.000000,8320.000000,15.359731,0.000000,0.000000,0.000000,0.000000,
13.000000,3940.512821,0.000000,0.000000,0.000000,4781.538462,0.000000,4327.179487,0.000000,0.000000,4286.153846,0.000000,0.000000,0.000000,4420.512821,7053.000000,8310.000000,15.367547,0.000000,0.000000,0.000000,0.000000,
14.000000,4638.461538,0.000000,0.000000,0.000000,4786.666667,0.000000,4316.410256,0.000000,0.000000,4236.923077,0.000000,0.000000,0.000000,4323.076923,7235.000000,8325.000000,15.375363,0.000000,0.000000,0.000000,0.000000,
15.000000,4953.333333,0.000000,0.000000,0.000000,4763.589744,0.000000,4306.666667,0.000000,0.000000,4220.512821,0.000000,0.000000,0.000000,4288.205128,7422.000000,8337.000000,15.383179,0.000000,0.000000,0.000000,0.000000,
16.000000,4962.051282,0.000000,0.000000,0.000000,4740.512821,0.000000,4313.846154,0.000000,0.000000,4162.564103,0.000000,0.000000,0.000000,4159.487179,7717.000000,8358.000000,15.390995,0.000000,0.000000,0.000000,0.000000,
